"tipoentidad","codigoentidad","nombreentidad","fechacorte","unidad_de_captura","nombre","tipo","subcuenta","nombre_sub","tasaefectivaanual","montos","num_creditos_desembolsados"
"1","49","Av Villas","2007-10-26T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","12.84","89436144.1","0"
"1","13","Bbva Colombia","2020-06-26T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","21.72","116772.04","148"
"32","1","Cooperativa Financiera De Antioquia","2017-07-28T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","21.08","784200","80"
"1","14","Helm Bank S.A.","2009-02-27T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","30.6","59688.66","0"
"1","34","Bansuperior","2004-02-06T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","25.82","211932","0"
"4","46","Coltefinanciera","2008-02-01T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","17.54","2550000","0"
"1","42","Banco Colpatria, ""Scotiabank""","2014-04-11T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","9.45","624049","95"
"1","55","Finandina Bic O Banco Finandina Bic","2012-11-16T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","13.31","23202","4"
"4","67","Leasing Bancolombia","2009-01-23T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","60","ENTRE 366 Y 1095 DIAS","16.2","414160","0"
"1","6","Itaú; Banco Itaú.","2002-10-04T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","26.04","8091","0"
"4","22","Confinanciera S.A. Compañía De Financiamiento","2008-06-20T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","40","A MAS DE 1825 DIAS","23.41","205700","0"
"1","42","Banco Colpatria, ""Scotiabank""","2007-10-05T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","17.41","970000","0"
"1","58","Coopcentral","2019-07-12T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","12.88","58300","6"
"1","7","Bancolombia","2011-11-18T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","50","ENTRE 31 Y 365 DIAS","36.68","662149.77","229"
"4","87","Helm Leasing S.A. Compañía De Financiamiento","2004-05-21T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","14.39","2994908.44","0"
"1","2","Banco Popular","2006-06-30T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","12.25","345840","0"
"1","45","Banco Granahorrar","2004-11-19T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","27.58","52812.93","0"
"4","13","Inversora Pichincha S.A. Compañía De Financiamiento","2006-11-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","22.58","19534","0"
"1","30","Banco Caja Social","2007-03-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","110","CONSUMOS MAS 18 MESES","20.7","20000","0"
"4","26","Tuya","2021-09-17T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","25.77","172443.92","117"
"1","42","Banco Colpatria, ""Scotiabank""","2003-10-24T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","29.84","2301341","0"
"1","7","Bancolombia","2013-07-26T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","28.87","3278696","5734"
"1","1","Banco De Bogota","2021-04-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","24.85","924367","1006"
"1","30","Banco Caja Social","2017-05-19T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","26.44","172635.44","71"
"1","39","Banco Davivienda","2019-09-06T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","9.97","61490492.87","335"
"1","39","Banco Davivienda","2015-12-25T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","28.03","49716284.18","227062"
"1","2","Banco Popular","2018-12-21T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","29.05","95","1"
"1","30","Banco Caja Social","2018-11-30T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.92","7355152.3","1491"
"1","52","Bancamía S.A.","2013-06-07T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","50","ENTRE 31 Y 365 DIAS","38.53","757913","605"
"1","56","Banco Falabella S.A.","2013-02-01T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","30.01","8469219.71","25992"
"1","49","Av Villas","2012-01-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","29.84","17111.48","70"
"4","23","Serfinansa","2012-02-03T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","16.33","431470","5"
"1","22","Banco Union Colombiano","2005-10-21T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","18.98","43548","0"
"1","7","Bancolombia","2008-11-21T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","25.33","389013.76","0"
"1","6","Itaú; Banco Itaú.","2004-02-20T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","26.43","2105490","0"
"1","7","Bancolombia","2014-12-05T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","28.61","6340979","11147"
"4","101","Arco Grupo Bancoldex","2017-09-08T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","14.38","1730354.73","5"
"1","59","Banco Santander","2015-01-02T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","25.41","100313.06","3"
"32","2","Jfk Cooperativa Financiera","2017-01-06T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","19.6","899710","176"
"1","43","Banagrario","2017-02-10T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","27.75","1404854","219"
"1","6","Itaú; Banco Itaú.","2005-07-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","24.24","683315.15","0"
"32","1","Cooperativa Financiera De Antioquia","2022-05-13T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","15.94","125000","3"
"4","102","Financiera Compartir S.A. Compañía De Financiamiento","2008-02-01T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","24.41","51101.22","0"
"1","9","Citibank","2015-01-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","28.8","14928298.13","21069"
"1","8","Scotiabank Colombia S.A.","2004-02-27T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","11.54","690000","0"
"4","102","Financiera Compartir S.A. Compañía De Financiamiento","2003-08-22T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","50","ENTRE 31 Y 365 DIAS","29.62","3550","0"
"4","26","Tuya","2008-08-29T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","32.24","8501256.72","0"
"4","65","Leasing Bolivar","2011-09-02T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","14.51","128900","1"
"1","42","Banco Colpatria, ""Scotiabank""","2005-07-08T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","27.27","1364444","0"
"1","42","Banco Colpatria, ""Scotiabank""","2007-06-22T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","8","CONSTRUCCION VIVIENDA DIF VIS (UVR)","6.71","1798746","0"
"1","12","Banco Gnb Sudameris","2008-12-19T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","30.61","176658","0"
"1","57","Banco Pichincha S.A.","2021-12-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","25.27","405805.92","630"
"32","1","Cooperativa Financiera De Antioquia","2018-12-14T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","16.1","472800","8"
"1","44","Megabanco S.A.","2005-03-11T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","22.31","867330","0"
"1","1","Banco De Bogota","2015-02-27T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","27.11","4353826","13927"
"1","48","Banco Aliadas S.A.","2003-05-09T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","19.17","591594","0"
"1","22","Banco Union Colombiano","2003-06-27T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","100","ENTRE 6 Y 14 DIAS","12.54","3000000","0"
"1","30","Banco Caja Social","2007-07-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","28.48","1284042","0"
"1","7","Bancolombia","2012-08-31T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0.07","34742576","265348"
"1","50","Granbanco S.A.","2007-04-20T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","90","ENTRE 1 Y 5 DIAS","12.06","16065794","0"
"1","7","Bancolombia","2020-05-22T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","25.2","19684681","119867"
"1","42","Banco Colpatria, ""Scotiabank""","2009-01-30T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","15","ADQ VIVIENDA DIFERENTE VIS (UVR)","8.95","1350137","0"
"4","110","Cmr Falabella S.A. Compañía De Financiamiento","2005-12-30T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","25.33","70505.46","0"
"1","6","Itaú; Banco Itaú.","2012-09-14T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","40","CTAS AHORRO AFC EN PESOS","4.61","55371037.16","0"
"1","6","Itaú; Banco Itaú.","2006-09-01T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","19.92","113886.94","0"
"1","30","Banco Caja Social","2021-08-27T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","11.27","6676626.3","102"
"1","5","Banco Cafetero S.A. En Liquidación","2002-11-01T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","8.61","11176820","0"
"1","49","Av Villas","2003-08-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","17.02","965000","0"
"1","14","Helm Bank S.A.","2012-08-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","30.79","1702206.54","2563"
"1","39","Banco Davivienda","2012-12-21T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","25.14","39049779.38","13224"
